track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
"0","0","242",-209.4,2019/12/24 22:43:09+00,,,,,,,,,,,,,,,,,,,,,
"0","0","243",-209,2019/12/24 22:43:12+00,,,,,,,,,,,,,,,,,,,,,
"0","0","244",-209,2019/12/24 22:43:16+00,,,,,,,,,,,,,,,,,,,,,
"0","0","245",-209,2019/12/24 22:43:18+00,,,,,,,,,,,,,,,,,,,,,
"0","0","246",-209,2019/12/24 22:43:19+00,,,,,,,,,,,,,,,,,,,,,
"0","0","247",-208.6,2019/12/24 22:43:22+00,,,,,,,,,,,,,,,,,,,,,
"0","0","248",-208.2,2019/12/24 22:43:26+00,,,,,,,,,,,,,,,,,,,,,
"0","0","249",-208,2019/12/24 22:43:29+00,,,,,,,,,,,,,,,,,,,,,
"0","0","250",-208.8,2019/12/24 22:43:37+00,,,,,,,,,,,,,,,,,,,,,
"0","0","251",-208.6,2019/12/24 22:43:39+00,,,,,,,,,,,,,,,,,,,,,
"0","0","252",-207.8,2019/12/24 22:43:46+00,,,,,,,,,,,,,,,,,,,,,
"0","0","253",-207.4,2019/12/24 22:43:50+00,,,,,,,,,,,,,,,,,,,,,
"0","0","254",-207.4,2019/12/24 22:43:52+00,,,,,,,,,,,,,,,,,,,,,
"0","0","255",-208,2019/12/24 22:43:54+00,,,,,,,,,,,,,,,,,,,,,
"0","0","256",-209.4,2019/12/24 22:43:57+00,,,,,,,,,,,,,,,,,,,,,
"0","0","257",-209.8,2019/12/24 22:44:00+00,,,,,,,,,,,,,,,,,,,,,
"0","0","258",-209.6,2019/12/24 22:44:02+00,,,,,,,,,,,,,,,,,,,,,
"0","0","259",-209.4,2019/12/24 22:44:04+00,,,,,,,,,,,,,,,,,,,,,
"0","0","260",-209.8,2019/12/24 22:44:10+00,,,,,,,,,,,,,,,,,,,,,
"0","0","261",-209.8,2019/12/24 22:44:16+00,,,,,,,,,,,,,,,,,,,,,
"0","0","262",-209.6,2019/12/24 22:44:17+00,,,,,,,,,,,,,,,,,,,,,
"0","0","263",-209,2019/12/24 22:44:20+00,,,,,,,,,,,,,,,,,,,,,
"0","0","264",-210.2,2019/12/24 22:44:24+00,,,,,,,,,,,,,,,,,,,,,
"0","0","265",-208,2019/12/24 22:44:25+00,,,,,,,,,,,,,,,,,,,,,
"0","0","266",-208,2019/12/24 22:44:30+00,,,,,,,,,,,,,,,,,,,,,
"0","0","267",-208.2,2019/12/24 22:44:33+00,,,,,,,,,,,,,,,,,,,,,
"0","0","268",-208.6,2019/12/24 22:44:34+00,,,,,,,,,,,,,,,,,,,,,
"0","0","269",-209,2019/12/24 22:44:35+00,,,,,,,,,,,,,,,,,,,,,
"0","0","270",-209.6,2019/12/24 22:44:40+00,,,,,,,,,,,,,,,,,,,,,
"0","0","271",-209.4,2019/12/24 22:44:41+00,,,,,,,,,,,,,,,,,,,,,
"0","0","272",-208.6,2019/12/24 22:44:44+00,,,,,,,,,,,,,,,,,,,,,
"0","0","273",-208.6,2019/12/24 22:44:45+00,,,,,,,,,,,,,,,,,,,,,
"0","0","274",-208.2,2019/12/24 22:44:48+00,,,,,,,,,,,,,,,,,,,,,
"0","0","275",-208.2,2019/12/24 22:44:49+00,,,,,,,,,,,,,,,,,,,,,
"0","0","276",-208.2,2019/12/24 22:44:55+00,,,,,,,,,,,,,,,,,,,,,
"0","0","277",-207.8,2019/12/24 22:45:00+00,,,,,,,,,,,,,,,,,,,,,
"0","0","278",-208,2019/12/24 22:45:03+00,,,,,,,,,,,,,,,,,,,,,
"0","0","279",-208.4,2019/12/24 22:45:04+00,,,,,,,,,,,,,,,,,,,,,
"0","0","280",-208.8,2019/12/24 22:45:06+00,,,,,,,,,,,,,,,,,,,,,
"0","0","281",-209,2019/12/24 22:45:13+00,,,,,,,,,,,,,,,,,,,,,
"0","0","282",-208.8,2019/12/24 22:45:17+00,,,,,,,,,,,,,,,,,,,,,
"0","0","283",-208.8,2019/12/24 22:45:18+00,,,,,,,,,,,,,,,,,,,,,
"0","0","284",-208.8,2019/12/24 22:45:20+00,,,,,,,,,,,,,,,,,,,,,
"0","0","285",-209,2019/12/24 22:45:22+00,,,,,,,,,,,,,,,,,,,,,
"0","0","286",-209,2019/12/24 22:45:23+00,,,,,,,,,,,,,,,,,,,,,
"0","0","287",-209,2019/12/24 22:45:24+00,,,,,,,,,,,,,,,,,,,,,
"0","0","288",-208.8,2019/12/24 22:45:26+00,,,,,,,,,,,,,,,,,,,,,
"0","0","289",-208.2,2019/12/24 22:45:29+00,,,,,,,,,,,,,,,,,,,,,
"0","0","290",-208.4,2019/12/24 22:45:33+00,,,,,,,,,,,,,,,,,,,,,
"0","0","291",-209.4,2019/12/24 22:45:40+00,,,,,,,,,,,,,,,,,,,,,
"0","0","292",-209.8,2019/12/24 22:45:45+00,,,,,,,,,,,,,,,,,,,,,
"0","0","293",-209.8,2019/12/24 22:45:50+00,,,,,,,,,,,,,,,,,,,,,
"0","0","294",-209.8,2019/12/24 22:45:52+00,,,,,,,,,,,,,,,,,,,,,
"0","0","295",-210,2019/12/24 22:45:53+00,,,,,,,,,,,,,,,,,,,,,
"0","0","296",-210,2019/12/24 22:45:57+00,,,,,,,,,,,,,,,,,,,,,
"0","0","297",-210,2019/12/24 22:46:02+00,,,,,,,,,,,,,,,,,,,,,
"0","0","298",-208.6,2019/12/24 22:46:06+00,,,,,,,,,,,,,,,,,,,,,
"0","0","299",-208.2,2019/12/24 22:46:07+00,,,,,,,,,,,,,,,,,,,,,
"0","0","300",-209.6,2019/12/24 22:46:11+00,,,,,,,,,,,,,,,,,,,,,
"0","0","301",-209.6,2019/12/24 22:46:12+00,,,,,,,,,,,,,,,,,,,,,
"0","0","302",-208.6,2019/12/24 22:46:15+00,,,,,,,,,,,,,,,,,,,,,
"0","0","303",-208.6,2019/12/24 22:46:16+00,,,,,,,,,,,,,,,,,,,,,
"0","0","304",-209,2019/12/24 22:46:21+00,,,,,,,,,,,,,,,,,,,,,
"0","0","305",-209.8,2019/12/24 22:46:22+00,,,,,,,,,,,,,,,,,,,,,
"0","0","306",-208.6,2019/12/24 22:46:25+00,,,,,,,,,,,,,,,,,,,,,
"0","0","307",-209.4,2019/12/24 22:46:26+00,,,,,,,,,,,,,,,,,,,,,
"0","0","308",-209.2,2019/12/24 22:46:31+00,,,,,,,,,,,,,,,,,,,,,
"0","0","309",-209.8,2019/12/24 22:46:34+00,,,,,,,,,,,,,,,,,,,,,
"0","0","310",-210,2019/12/24 22:46:35+00,,,,,,,,,,,,,,,,,,,,,
"0","0","311",-210,2019/12/24 22:46:40+00,,,,,,,,,,,,,,,,,,,,,
"0","0","312",-209.4,2019/12/24 22:46:42+00,,,,,,,,,,,,,,,,,,,,,
"0","0","313",-208.6,2019/12/24 22:46:44+00,,,,,,,,,,,,,,,,,,,,,
"0","0","314",-209.2,2019/12/24 22:46:48+00,,,,,,,,,,,,,,,,,,,,,
"0","0","315",-209.8,2019/12/24 22:46:49+00,,,,,,,,,,,,,,,,,,,,,
"0","0","316",-210.6,2019/12/24 22:46:54+00,,,,,,,,,,,,,,,,,,,,,
"0","0","317",-210.6,2019/12/24 22:46:56+00,,,,,,,,,,,,,,,,,,,,,
"0","0","318",-210.6,2019/12/24 22:46:58+00,,,,,,,,,,,,,,,,,,,,,
"0","0","319",-210.6,2019/12/24 22:47:02+00,,,,,,,,,,,,,,,,,,,,,
"0","0","320",-210.6,2019/12/24 22:47:04+00,,,,,,,,,,,,,,,,,,,,,
"0","0","321",-210.4,2019/12/24 22:47:08+00,,,,,,,,,,,,,,,,,,,,,
"0","0","322",-210.4,2019/12/24 22:47:10+00,,,,,,,,,,,,,,,,,,,,,
"0","0","323",-210,2019/12/24 22:47:14+00,,,,,,,,,,,,,,,,,,,,,
"0","0","324",-210,2019/12/24 22:47:16+00,,,,,,,,,,,,,,,,,,,,,
"0","0","325",-209.8,2019/12/24 22:47:19+00,,,,,,,,,,,,,,,,,,,,,
"0","0","326",-210,2019/12/24 22:47:21+00,,,,,,,,,,,,,,,,,,,,,
"0","0","327",-210,2019/12/24 22:47:24+00,,,,,,,,,,,,,,,,,,,,,
"0","0","328",-209.8,2019/12/24 22:47:26+00,,,,,,,,,,,,,,,,,,,,,
"0","0","329",-208.6,2019/12/24 22:47:29+00,,,,,,,,,,,,,,,,,,,,,
"0","0","330",-208.6,2019/12/24 22:47:31+00,,,,,,,,,,,,,,,,,,,,,
"0","0","331",-209.8,2019/12/24 22:47:33+00,,,,,,,,,,,,,,,,,,,,,
"0","0","332",-211,2019/12/24 22:47:36+00,,,,,,,,,,,,,,,,,,,,,
"0","0","333",-209.4,2019/12/24 22:47:37+00,,,,,,,,,,,,,,,,,,,,,
"0","0","334",-209.6,2019/12/24 22:47:40+00,,,,,,,,,,,,,,,,,,,,,
"0","0","335",-209,2019/12/24 22:47:47+00,,,,,,,,,,,,,,,,,,,,,
"0","0","336",-208.2,2019/12/24 22:47:49+00,,,,,,,,,,,,,,,,,,,,,
"0","0","337",-207.4,2019/12/24 22:47:56+00,,,,,,,,,,,,,,,,,,,,,
"0","0","338",-207.6,2019/12/24 22:47:58+00,,,,,,,,,,,,,,,,,,,,,
"0","0","339",-208,2019/12/24 22:47:59+00,,,,,,,,,,,,,,,,,,,,,
"0","0","340",-208.6,2019/12/24 22:48:03+00,,,,,,,,,,,,,,,,,,,,,
"0","0","341",-208.6,2019/12/24 22:48:06+00,,,,,,,,,,,,,,,,,,,,,
"0","0","342",-209,2019/12/24 22:48:11+00,,,,,,,,,,,,,,,,,,,,,
"0","0","343",-208.8,2019/12/24 22:48:12+00,,,,,,,,,,,,,,,,,,,,,
"0","0","344",-208.6,2019/12/24 22:48:14+00,,,,,,,,,,,,,,,,,,,,,
"0","0","345",-208.4,2019/12/24 22:48:15+00,,,,,,,,,,,,,,,,,,,,,
"0","0","346",-208.2,2019/12/24 22:48:16+00,,,,,,,,,,,,,,,,,,,,,
"0","0","347",-206,2019/12/24 22:48:18+00,,,,,,,,,,,,,,,,,,,,,
"0","0","348",-205.8,2019/12/24 22:48:22+00,,,,,,,,,,,,,,,,,,,,,
"0","0","349",-207.4,2019/12/24 22:48:27+00,,,,,,,,,,,,,,,,,,,,,
"0","0","350",-207.6,2019/12/24 22:48:31+00,,,,,,,,,,,,,,,,,,,,,
"0","0","351",-207.4,2019/12/24 22:48:33+00,,,,,,,,,,,,,,,,,,,,,
"0","0","352",-207.4,2019/12/24 22:48:35+00,,,,,,,,,,,,,,,,,,,,,
"0","0","353",-207.2,2019/12/24 22:48:36+00,,,,,,,,,,,,,,,,,,,,,
"0","0","354",-207.2,2019/12/24 22:48:38+00,,,,,,,,,,,,,,,,,,,,,
"0","0","355",-206.4,2019/12/24 22:48:42+00,,,,,,,,,,,,,,,,,,,,,
"0","0","356",-206.2,2019/12/24 22:48:43+00,,,,,,,,,,,,,,,,,,,,,
"0","0","357",-205,2019/12/24 22:48:46+00,,,,,,,,,,,,,,,,,,,,,
"0","0","358",-206.2,2019/12/24 22:48:48+00,,,,,,,,,,,,,,,,,,,,,
"0","0","359",-207.4,2019/12/24 22:48:50+00,,,,,,,,,,,,,,,,,,,,,
"0","0","360",-207.6,2019/12/24 22:48:55+00,,,,,,,,,,,,,,,,,,,,,
"0","0","361",-207.6,2019/12/24 22:48:59+00,,,,,,,,,,,,,,,,,,,,,
"0","0","362",-207.6,2019/12/24 22:49:01+00,,,,,,,,,,,,,,,,,,,,,
"0","0","363",-207.6,2019/12/24 22:49:05+00,,,,,,,,,,,,,,,,,,,,,
"0","0","364",-207.6,2019/12/24 22:49:11+00,,,,,,,,,,,,,,,,,,,,,
"0","0","365",-207.6,2019/12/24 22:49:14+00,,,,,,,,,,,,,,,,,,,,,
"0","0","366",-207.6,2019/12/24 22:49:17+00,,,,,,,,,,,,,,,,,,,,,
"0","0","367",-207.6,2019/12/24 22:49:18+00,,,,,,,,,,,,,,,,,,,,,
"0","0","368",-207.6,2019/12/24 22:49:21+00,,,,,,,,,,,,,,,,,,,,,
"0","0","369",-207.6,2019/12/24 22:49:22+00,,,,,,,,,,,,,,,,,,,,,
"0","0","370",-207.6,2019/12/24 22:49:25+00,,,,,,,,,,,,,,,,,,,,,
"0","0","371",-207.6,2019/12/24 22:49:26+00,,,,,,,,,,,,,,,,,,,,,
"0","0","372",-207.6,2019/12/24 22:49:28+00,,,,,,,,,,,,,,,,,,,,,
"0","0","373",-207.6,2019/12/24 22:49:29+00,,,,,,,,,,,,,,,,,,,,,
"0","0","374",-207.6,2019/12/24 22:49:33+00,,,,,,,,,,,,,,,,,,,,,
"0","0","375",-207.6,2019/12/24 22:49:37+00,,,,,,,,,,,,,,,,,,,,,
"0","0","376",-207.6,2019/12/24 22:49:38+00,,,,,,,,,,,,,,,,,,,,,
"0","0","377",-207.4,2019/12/24 22:49:44+00,,,,,,,,,,,,,,,,,,,,,
"0","0","378",-207.4,2019/12/24 22:49:49+00,,,,,,,,,,,,,,,,,,,,,
"0","0","379",-207.4,2019/12/24 22:49:50+00,,,,,,,,,,,,,,,,,,,,,
"0","0","380",-207.4,2019/12/24 22:49:54+00,,,,,,,,,,,,,,,,,,,,,
"0","0","381",-207.4,2019/12/24 22:49:59+00,,,,,,,,,,,,,,,,,,,,,
"0","0","382",-207.4,2019/12/24 22:50:02+00,,,,,,,,,,,,,,,,,,,,,
"0","0","383",-207.4,2019/12/24 22:50:04+00,,,,,,,,,,,,,,,,,,,,,
"0","0","384",-207.4,2019/12/24 22:50:05+00,,,,,,,,,,,,,,,,,,,,,
"0","0","385",-207.4,2019/12/24 22:50:06+00,,,,,,,,,,,,,,,,,,,,,
"0","0","386",-207.4,2019/12/24 22:50:09+00,,,,,,,,,,,,,,,,,,,,,
"0","0","387",-207.4,2019/12/24 22:50:10+00,,,,,,,,,,,,,,,,,,,,,
"0","0","388",-207.4,2019/12/24 22:50:11+00,,,,,,,,,,,,,,,,,,,,,
"0","0","389",-207.4,2019/12/24 22:50:13+00,,,,,,,,,,,,,,,,,,,,,
"0","0","390",-207.4,2019/12/24 22:50:17+00,,,,,,,,,,,,,,,,,,,,,
"0","0","391",-207.4,2019/12/24 22:50:22+00,,,,,,,,,,,,,,,,,,,,,
"0","0","392",-207.4,2019/12/24 22:50:26+00,,,,,,,,,,,,,,,,,,,,,
"0","0","393",-207.4,2019/12/24 22:50:31+00,,,,,,,,,,,,,,,,,,,,,
"0","0","394",-207.4,2019/12/24 22:50:36+00,,,,,,,,,,,,,,,,,,,,,
"0","0","395",-207.4,2019/12/24 22:50:37+00,,,,,,,,,,,,,,,,,,,,,
"0","0","396",-207.4,2019/12/24 22:50:38+00,,,,,,,,,,,,,,,,,,,,,
"0","0","397",-207.2,2019/12/24 22:50:41+00,,,,,,,,,,,,,,,,,,,,,
"0","0","398",-207.2,2019/12/24 22:50:46+00,,,,,,,,,,,,,,,,,,,,,
"0","0","399",-207.2,2019/12/24 22:50:52+00,,,,,,,,,,,,,,,,,,,,,
"0","0","400",-207.2,2019/12/24 22:50:57+00,,,,,,,,,,,,,,,,,,,,,
"0","0","401",-207.2,2019/12/24 22:50:58+00,,,,,,,,,,,,,,,,,,,,,
"0","0","402",-207.2,2019/12/24 22:50:59+00,,,,,,,,,,,,,,,,,,,,,
"0","0","403",-207.2,2019/12/24 22:51:00+00,,,,,,,,,,,,,,,,,,,,,
"0","0","404",-207.2,2019/12/24 22:51:03+00,,,,,,,,,,,,,,,,,,,,,
"0","0","405",-207.2,2019/12/24 22:51:06+00,,,,,,,,,,,,,,,,,,,,,
"0","0","406",-207.2,2019/12/24 22:51:08+00,,,,,,,,,,,,,,,,,,,,,
"0","0","407",-207.2,2019/12/24 22:51:13+00,,,,,,,,,,,,,,,,,,,,,
"0","0","408",-207.2,2019/12/24 22:51:18+00,,,,,,,,,,,,,,,,,,,,,
"0","0","409",-207.2,2019/12/24 22:51:20+00,,,,,,,,,,,,,,,,,,,,,
"0","0","410",-206.8,2019/12/24 22:51:22+00,,,,,,,,,,,,,,,,,,,,,
"0","0","411",-206.6,2019/12/24 22:51:23+00,,,,,,,,,,,,,,,,,,,,,
"0","0","412",-206,2019/12/24 22:51:24+00,,,,,,,,,,,,,,,,,,,,,
"0","0","413",-205.2,2019/12/24 22:51:25+00,,,,,,,,,,,,,,,,,,,,,
"0","0","414",-204.8,2019/12/24 22:51:26+00,,,,,,,,,,,,,,,,,,,,,
"0","0","415",-204.6,2019/12/24 22:51:28+00,,,,,,,,,,,,,,,,,,,,,
"0","0","416",-206.2,2019/12/24 22:51:31+00,,,,,,,,,,,,,,,,,,,,,
"0","0","417",-206.6,2019/12/24 22:51:32+00,,,,,,,,,,,,,,,,,,,,,
"0","0","418",-207.2,2019/12/24 22:51:38+00,,,,,,,,,,,,,,,,,,,,,
"0","0","419",-207.2,2019/12/24 22:51:42+00,,,,,,,,,,,,,,,,,,,,,
"0","0","420",-207.2,2019/12/24 22:51:43+00,,,,,,,,,,,,,,,,,,,,,
"0","0","421",-207.2,2019/12/24 22:51:45+00,,,,,,,,,,,,,,,,,,,,,
"0","0","422",-206.8,2019/12/24 22:51:47+00,,,,,,,,,,,,,,,,,,,,,
"0","0","423",-206.2,2019/12/24 22:51:49+00,,,,,,,,,,,,,,,,,,,,,
"0","0","424",-206.8,2019/12/24 22:51:54+00,,,,,,,,,,,,,,,,,,,,,
"0","0","425",-207.2,2019/12/24 22:51:55+00,,,,,,,,,,,,,,,,,,,,,
"0","0","426",-207.2,2019/12/24 22:51:56+00,,,,,,,,,,,,,,,,,,,,,
"0","0","427",-207.4,2019/12/24 22:51:57+00,,,,,,,,,,,,,,,,,,,,,
"0","0","428",-207.4,2019/12/24 22:52:03+00,,,,,,,,,,,,,,,,,,,,,
"0","0","429",-207.2,2019/12/24 22:52:08+00,,,,,,,,,,,,,,,,,,,,,
"0","0","430",-207.2,2019/12/24 22:52:09+00,,,,,,,,,,,,,,,,,,,,,
"0","0","431",-207.4,2019/12/24 22:52:11+00,,,,,,,,,,,,,,,,,,,,,
"0","0","432",-206.4,2019/12/24 22:52:16+00,,,,,,,,,,,,,,,,,,,,,
"0","0","433",-206.2,2019/12/24 22:52:17+00,,,,,,,,,,,,,,,,,,,,,
"0","0","434",-205.8,2019/12/24 22:52:21+00,,,,,,,,,,,,,,,,,,,,,
"0","0","435",-206.2,2019/12/24 22:52:26+00,,,,,,,,,,,,,,,,,,,,,
"0","0","436",-207.2,2019/12/24 22:52:28+00,,,,,,,,,,,,,,,,,,,,,
"0","0","437",-207.4,2019/12/24 22:52:31+00,,,,,,,,,,,,,,,,,,,,,
"0","0","438",-207.2,2019/12/24 22:52:34+00,,,,,,,,,,,,,,,,,,,,,
"0","0","439",-207.2,2019/12/24 22:52:35+00,,,,,,,,,,,,,,,,,,,,,
"0","0","440",-207.6,2019/12/24 22:52:38+00,,,,,,,,,,,,,,,,,,,,,
"0","0","441",-207.6,2019/12/24 22:52:39+00,,,,,,,,,,,,,,,,,,,,,
"0","0","442",-207.6,2019/12/24 22:52:41+00,,,,,,,,,,,,,,,,,,,,,
"0","0","443",-207.6,2019/12/24 22:52:42+00,,,,,,,,,,,,,,,,,,,,,
"0","0","444",-206.4,2019/12/24 22:52:46+00,,,,,,,,,,,,,,,,,,,,,
"0","0","445",-208.8,2019/12/24 22:52:49+00,,,,,,,,,,,,,,,,,,,,,
"0","0","446",-209,2019/12/24 22:52:50+00,,,,,,,,,,,,,,,,,,,,,
"0","0","447",-210.2,2019/12/24 22:52:53+00,,,,,,,,,,,,,,,,,,,,,
"0","0","448",-209.2,2019/12/24 22:52:57+00,,,,,,,,,,,,,,,,,,,,,
"0","0","449",-209.2,2019/12/24 22:52:59+00,,,,,,,,,,,,,,,,,,,,,
"0","0","450",-209.2,2019/12/24 22:53:00+00,,,,,,,,,,,,,,,,,,,,,
"0","0","451",-208.6,2019/12/24 22:53:02+00,,,,,,,,,,,,,,,,,,,,,
"0","0","452",-209,2019/12/24 22:53:07+00,,,,,,,,,,,,,,,,,,,,,
"0","0","453",-209.8,2019/12/24 22:53:11+00,,,,,,,,,,,,,,,,,,,,,
"0","0","454",-210.2,2019/12/24 22:53:14+00,,,,,,,,,,,,,,,,,,,,,
"0","0","455",-210,2019/12/24 22:53:16+00,,,,,,,,,,,,,,,,,,,,,
"0","0","456",-209.8,2019/12/24 22:53:17+00,,,,,,,,,,,,,,,,,,,,,
"0","0","457",-209.4,2019/12/24 22:53:19+00,,,,,,,,,,,,,,,,,,,,,
"0","0","458",-209,2019/12/24 22:53:21+00,,,,,,,,,,,,,,,,,,,,,
"0","0","459",-209,2019/12/24 22:53:23+00,,,,,,,,,,,,,,,,,,,,,
"0","0","460",-210,2019/12/24 22:53:27+00,,,,,,,,,,,,,,,,,,,,,
"0","0","461",-210.2,2019/12/24 22:53:29+00,,,,,,,,,,,,,,,,,,,,,
"0","0","462",-210,2019/12/24 22:53:32+00,,,,,,,,,,,,,,,,,,,,,
"0","0","463",-209.2,2019/12/24 22:53:37+00,,,,,,,,,,,,,,,,,,,,,
"0","0","464",-209,2019/12/24 22:53:38+00,,,,,,,,,,,,,,,,,,,,,
"0","0","465",-207.6,2019/12/24 22:53:43+00,,,,,,,,,,,,,,,,,,,,,
"0","0","466",-206,2019/12/24 22:53:46+00,,,,,,,,,,,,,,,,,,,,,
"0","0","467",-206,2019/12/24 22:53:47+00,,,,,,,,,,,,,,,,,,,,,
"0","0","468",-204.4,2019/12/24 22:53:48+00,,,,,,,,,,,,,,,,,,,,,
"0","0","469",-206,2019/12/24 22:53:52+00,,,,,,,,,,,,,,,,,,,,,
"0","0","470",-207.4,2019/12/24 22:53:53+00,,,,,,,,,,,,,,,,,,,,,
"0","0","471",-208.8,2019/12/24 22:53:56+00,,,,,,,,,,,,,,,,,,,,,
"0","0","472",-209.2,2019/12/24 22:54:01+00,,,,,,,,,,,,,,,,,,,,,
"0","0","473",-209.2,2019/12/24 22:54:02+00,,,,,,,,,,,,,,,,,,,,,
"0","0","474",-209.2,2019/12/24 22:54:04+00,,,,,,,,,,,,,,,,,,,,,
"0","0","475",-209.2,2019/12/24 22:54:06+00,,,,,,,,,,,,,,,,,,,,,
"0","0","476",-209.2,2019/12/24 22:54:10+00,,,,,,,,,,,,,,,,,,,,,
"0","0","477",-209.2,2019/12/24 22:54:14+00,,,,,,,,,,,,,,,,,,,,,
"0","0","478",-209.2,2019/12/24 22:54:18+00,,,,,,,,,,,,,,,,,,,,,
"0","0","479",-209.2,2019/12/24 22:54:21+00,,,,,,,,,,,,,,,,,,,,,
"0","0","480",-209.2,2019/12/24 22:54:23+00,,,,,,,,,,,,,,,,,,,,,
"0","0","481",-209,2019/12/24 22:54:28+00,,,,,,,,,,,,,,,,,,,,,
"0","0","482",-209,2019/12/24 22:54:30+00,,,,,,,,,,,,,,,,,,,,,
"0","0","483",-209,2019/12/24 22:54:31+00,,,,,,,,,,,,,,,,,,,,,
"0","0","484",-209,2019/12/24 22:54:35+00,,,,,,,,,,,,,,,,,,,,,
"0","0","485",-209,2019/12/24 22:54:39+00,,,,,,,,,,,,,,,,,,,,,
"0","0","486",-209,2019/12/24 22:54:41+00,,,,,,,,,,,,,,,,,,,,,
